"Status","Year","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","16-19","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","45","[c]","28740","28900"
"Leaver Dept.","2021","20-29","Communications","70","[c]","34510","32560"
"Leaver Dept.","2021","20-29","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","45","[c]","33100","32540"
"Leaver Dept.","2021","20-29","Economics","70","[c]","37680","33760"
"Leaver Dept.","2021","20-29","Finance","50","[c]","36950","33640"
"Leaver Dept.","2021","20-29","Human Resources","105","[c]","31420","30540"
"Leaver Dept.","2021","20-29","Intelligence Analysis","15","[c]","32800","33300"
"Leaver Dept.","2021","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","55","[c]","37720","35280"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","15","[c]","37170","32540"
"Leaver Dept.","2021","20-29","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","680","[c]","25590","22820"
"Leaver Dept.","2021","20-29","Operational Research","25","[c]","34970","33930"
"Leaver Dept.","2021","20-29","Other","105","[c]","29070","27350"
"Leaver Dept.","2021","20-29","Planning","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","730","[c]","36300","33510"
"Leaver Dept.","2021","20-29","Project Delivery","125","[c]","31360","30230"
"Leaver Dept.","2021","20-29","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","50","[c]","29670","27540"
"Leaver Dept.","2021","20-29","Security","20","[c]","29340","28800"
"Leaver Dept.","2021","20-29","Social Research","25","[c]","35710","34200"
"Leaver Dept.","2021","20-29","Statistics","50","[c]","35960","33270"
"Leaver Dept.","2021","20-29","Unknown","2030","[c]","31740","32000"
"Leaver Dept.","2021","30-39","Commercial","50","[c]","36220","34800"
"Leaver Dept.","2021","30-39","Communications","75","[c]","44540","43020"
"Leaver Dept.","2021","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data and Technology","80","[c]","40140","39490"
"Leaver Dept.","2021","30-39","Economics","35","[c]","53610","52700"
"Leaver Dept.","2021","30-39","Finance","80","[c]","48610","45340"
"Leaver Dept.","2021","30-39","Human Resources","95","[c]","40450","36600"
"Leaver Dept.","2021","30-39","Intelligence Analysis","25","[c]","38580","37640"
"Leaver Dept.","2021","30-39","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","International Trade","40","[c]","46310","50700"
"Leaver Dept.","2021","30-39","Knowledge and Information Management","10","[c]","39530","35180"
"Leaver Dept.","2021","30-39","Legal","55","[c]","52360","51530"
"Leaver Dept.","2021","30-39","Operational Delivery","600","[c]","28110","24890"
"Leaver Dept.","2021","30-39","Operational Research","15","[c]","49370","52190"
"Leaver Dept.","2021","30-39","Other","75","[c]","34690","30880"
"Leaver Dept.","2021","30-39","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Policy","590","[c]","46610","49600"
"Leaver Dept.","2021","30-39","Project Delivery","110","[c]","42180","40440"
"Leaver Dept.","2021","30-39","Property","10","[c]","33840","32300"
"Leaver Dept.","2021","30-39","Psychology","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Science and Engineering","45","[c]","38900","37310"
"Leaver Dept.","2021","30-39","Security","15","[c]","38070","36570"
"Leaver Dept.","2021","30-39","Social Research","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Statistics","35","[c]","39980","37360"
"Leaver Dept.","2021","30-39","Unknown","1610","[c]","38150","32020"
"Leaver Dept.","2021","40-49","Commercial","30","[c]","41960","40500"
"Leaver Dept.","2021","40-49","Communications","40","[c]","54360","50570"
"Leaver Dept.","2021","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data and Technology","50","[c]","53040","49460"
"Leaver Dept.","2021","40-49","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","50","[c]","50500","50670"
"Leaver Dept.","2021","40-49","Human Resources","65","[c]","46530","44080"
"Leaver Dept.","2021","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Intelligence Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","International Trade","20","[c]","56800","55140"
"Leaver Dept.","2021","40-49","Knowledge and Information Management","15","[c]","40260","34950"
"Leaver Dept.","2021","40-49","Legal","30","[c]","63870","64110"
"Leaver Dept.","2021","40-49","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Operational Delivery","385","[c]","33580","26030"
"Leaver Dept.","2021","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other","70","[c]","47880","40110"
"Leaver Dept.","2021","40-49","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Policy","245","[c]","57350","55030"
"Leaver Dept.","2021","40-49","Project Delivery","105","[c]","47800","42460"
"Leaver Dept.","2021","40-49","Property","25","[c]","40330","37100"
"Leaver Dept.","2021","40-49","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Science and Engineering","20","[c]","44280","41340"
"Leaver Dept.","2021","40-49","Security","10","[c]","42140","30530"
"Leaver Dept.","2021","40-49","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Statistics","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","980","[c]","38490","31990"
"Leaver Dept.","2021","50-59","Commercial","30","[c]","44770","42290"
"Leaver Dept.","2021","50-59","Communications","20","[c]","50450","51550"
"Leaver Dept.","2021","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data and Technology","25","[c]","57080","56700"
"Leaver Dept.","2021","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","40","[c]","51180","49430"
"Leaver Dept.","2021","50-59","Human Resources","50","[c]","46900","48310"
"Leaver Dept.","2021","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","International Trade","15","[c]","53460","58540"
"Leaver Dept.","2021","50-59","Knowledge and Information Management","15","[c]","42650","38650"
"Leaver Dept.","2021","50-59","Legal","15","[c]","60310","61230"
"Leaver Dept.","2021","50-59","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Operational Delivery","285","[c]","33420","25330"
"Leaver Dept.","2021","50-59","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other","45","[c]","42020","33300"
"Leaver Dept.","2021","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Policy","110","[c]","51670","42210"
"Leaver Dept.","2021","50-59","Project Delivery","65","[c]","50460","46400"
"Leaver Dept.","2021","50-59","Property","20","[c]","41920","33300"
"Leaver Dept.","2021","50-59","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Science and Engineering","10","[c]","42190","40580"
"Leaver Dept.","2021","50-59","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","675","[c]","37420","31880"
"Leaver Dept.","2021","60-64","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Operational Delivery","30","[c]","24730","21050"
"Leaver Dept.","2021","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Policy","15","[c]","43500","39380"
"Leaver Dept.","2021","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","55","[c]","33130","27700"
"Leaver Dept.","2021","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","125","[c]","46000","44450"
"New entrant CS","2021","16-19","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Economics","20","[c]","25690","26180"
"New entrant CS","2021","16-19","Finance","20","[c]","20290","19040"
"New entrant CS","2021","16-19","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Operational Delivery","315","[c]","21090","20810"
"New entrant CS","2021","16-19","Other","35","[c]","20870","19550"
"New entrant CS","2021","16-19","Policy","30","[c]","24210","24300"
"New entrant CS","2021","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Property","10","[c]","23230","24500"
"New entrant CS","2021","16-19","Science and Engineering","55","[c]","17530","16780"
"New entrant CS","2021","16-19","Security","10","[c]","22040","19560"
"New entrant CS","2021","16-19","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Tax","110","[c]","20390","20140"
"New entrant CS","2021","16-19","Unknown","265","[c]","22380","21010"
"New entrant CS","2021","20-29","Commercial","175","[c]","29510","26810"
"New entrant CS","2021","20-29","Communications","235","[c]","29870","28500"
"New entrant CS","2021","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","15","[c]","28130","26090"
"New entrant CS","2021","20-29","Digital, Data and Technology","550","[c]","31280","29540"
"New entrant CS","2021","20-29","Economics","410","[c]","30970","31800"
"New entrant CS","2021","20-29","Finance","255","[c]","29540","27270"
"New entrant CS","2021","20-29","Human Resources","260","[c]","27070","26630"
"New entrant CS","2021","20-29","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Intelligence Analysis","70","[c]","33030","28700"
"New entrant CS","2021","20-29","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","International Trade","90","[c]","29370","31800"
"New entrant CS","2021","20-29","Knowledge and Information Management","70","[c]","26820","26130"
"New entrant CS","2021","20-29","Legal","325","[c]","34010","30850"
"New entrant CS","2021","20-29","Medicine","45","[c]","29940","27420"
"New entrant CS","2021","20-29","Operational Delivery","7240","[c]","23920","22850"
"New entrant CS","2021","20-29","Operational Research","90","[c]","30740","31810"
"New entrant CS","2021","20-29","Other","715","[c]","25580","24880"
"New entrant CS","2021","20-29","Planning","15","[c]","32310","27850"
"New entrant CS","2021","20-29","Policy","1970","[c]","32970","32790"
"New entrant CS","2021","20-29","Project Delivery","370","[c]","31090","30820"
"New entrant CS","2021","20-29","Property","165","[c]","27790","25000"
"New entrant CS","2021","20-29","Psychology","80","[c]","25060","24620"
"New entrant CS","2021","20-29","Science and Engineering","575","[c]","26380","26370"
"New entrant CS","2021","20-29","Security","230","[c]","23950","23540"
"New entrant CS","2021","20-29","Social Research","145","[c]","31760","32040"
"New entrant CS","2021","20-29","Statistics","245","[c]","30260","29980"
"New entrant CS","2021","20-29","Tax","1550","[c]","22430","20140"
"New entrant CS","2021","20-29","Unknown","8020","[c]","26790","27570"
"New entrant CS","2021","20-29","Veterinarian","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","125","[c]","39550","37420"
"New entrant CS","2021","30-39","Communications","115","[c]","41220","39310"
"New entrant CS","2021","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","10","[c]","30540","31000"
"New entrant CS","2021","30-39","Digital, Data and Technology","555","[c]","42250","38880"
"New entrant CS","2021","30-39","Economics","30","[c]","43350","41330"
"New entrant CS","2021","30-39","Finance","185","[c]","37630","34170"
"New entrant CS","2021","30-39","Human Resources","190","[c]","35210","31700"
"New entrant CS","2021","30-39","Inspector of Education and Training","25","[c]","62550","70500"
"New entrant CS","2021","30-39","Intelligence Analysis","40","[c]","40650","37180"
"New entrant CS","2021","30-39","Internal Audit","15","[c]","47360","44600"
"New entrant CS","2021","30-39","International Trade","30","[c]","38790","33190"
"New entrant CS","2021","30-39","Knowledge and Information Management","40","[c]","33970","31000"
"New entrant CS","2021","30-39","Legal","320","[c]","44540","48080"
"New entrant CS","2021","30-39","Medicine","120","[c]","46180","36370"
"New entrant CS","2021","30-39","Operational Delivery","3765","[c]","26490","23320"
"New entrant CS","2021","30-39","Operational Research","20","[c]","38640","37470"
"New entrant CS","2021","30-39","Other","360","[c]","30450","26350"
"New entrant CS","2021","30-39","Planning","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","730","[c]","41590","37860"
"New entrant CS","2021","30-39","Project Delivery","355","[c]","38670","36800"
"New entrant CS","2021","30-39","Property","95","[c]","34510","30000"
"New entrant CS","2021","30-39","Psychology","25","[c]","27330","27380"
"New entrant CS","2021","30-39","Science and Engineering","265","[c]","34790","33000"
"New entrant CS","2021","30-39","Security","180","[c]","27880","25540"
"New entrant CS","2021","30-39","Social Research","50","[c]","35840","36590"
"New entrant CS","2021","30-39","Statistics","75","[c]","36340","34710"
"New entrant CS","2021","30-39","Tax","790","[c]","23070","20140"
"New entrant CS","2021","30-39","Unknown","5070","[c]","29540","27570"
"New entrant CS","2021","30-39","Veterinarian","15","[c]","32690","35900"
"New entrant CS","2021","40-49","Commercial","95","[c]","42900","40200"
"New entrant CS","2021","40-49","Communications","80","[c]","44300","40000"
"New entrant CS","2021","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data and Technology","460","[c]","46060","43160"
"New entrant CS","2021","40-49","Economics","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","150","[c]","42190","38800"
"New entrant CS","2021","40-49","Human Resources","150","[c]","39810","35030"
"New entrant CS","2021","40-49","Inspector of Education and Training","45","[c]","63720","70500"
"New entrant CS","2021","40-49","Intelligence Analysis","25","[c]","47200","53360"
"New entrant CS","2021","40-49","Internal Audit","15","[c]","48100","43080"
"New entrant CS","2021","40-49","International Trade","15","[c]","41520","37780"
"New entrant CS","2021","40-49","Knowledge and Information Management","45","[c]","37200","35700"
"New entrant CS","2021","40-49","Legal","180","[c]","47540","50500"
"New entrant CS","2021","40-49","Medicine","120","[c]","54510","40000"
"New entrant CS","2021","40-49","Operational Delivery","2255","[c]","27890","23790"
"New entrant CS","2021","40-49","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","340","[c]","30990","25630"
"New entrant CS","2021","40-49","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Policy","330","[c]","49050","45020"
"New entrant CS","2021","40-49","Project Delivery","225","[c]","41680","40000"
"New entrant CS","2021","40-49","Property","95","[c]","37920","33000"
"New entrant CS","2021","40-49","Psychology","10","[c]","30190","26160"
"New entrant CS","2021","40-49","Science and Engineering","200","[c]","38370","36330"
"New entrant CS","2021","40-49","Security","135","[c]","29450","25540"
"New entrant CS","2021","40-49","Social Research","15","[c]","38210","38030"
"New entrant CS","2021","40-49","Statistics","30","[c]","47340","42470"
"New entrant CS","2021","40-49","Tax","425","[c]","22910","20140"
"New entrant CS","2021","40-49","Unknown","3950","[c]","30370","27570"
"New entrant CS","2021","40-49","Veterinarian","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","60","[c]","39280","36820"
"New entrant CS","2021","50-59","Communications","35","[c]","44070","39580"
"New entrant CS","2021","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","15","[c]","40270","35000"
"New entrant CS","2021","50-59","Digital, Data and Technology","240","[c]","47910","48200"
"New entrant CS","2021","50-59","Economics","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","90","[c]","40570","36250"
"New entrant CS","2021","50-59","Human Resources","90","[c]","39210","32040"
"New entrant CS","2021","50-59","Inspector of Education and Training","20","[c]","64930","70500"
"New entrant CS","2021","50-59","Intelligence Analysis","25","[c]","38050","28650"
"New entrant CS","2021","50-59","Internal Audit","10","[c]","37400","39380"
"New entrant CS","2021","50-59","International Trade","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","20","[c]","38370","38160"
"New entrant CS","2021","50-59","Legal","90","[c]","48760","50500"
"New entrant CS","2021","50-59","Medicine","75","[c]","55210","44500"
"New entrant CS","2021","50-59","Operational Delivery","2000","[c]","27500","22920"
"New entrant CS","2021","50-59","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","330","[c]","29820","25190"
"New entrant CS","2021","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Policy","220","[c]","45780","40650"
"New entrant CS","2021","50-59","Project Delivery","185","[c]","42920","40000"
"New entrant CS","2021","50-59","Property","105","[c]","40240","33300"
"New entrant CS","2021","50-59","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Science and Engineering","170","[c]","39140","37350"
"New entrant CS","2021","50-59","Security","165","[c]","30230","25640"
"New entrant CS","2021","50-59","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Statistics","10","[c]","50940","41980"
"New entrant CS","2021","50-59","Tax","320","[c]","22620","20140"
"New entrant CS","2021","50-59","Unknown","3390","[c]","29560","27570"
"New entrant CS","2021","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data and Technology","35","[c]","43500","38630"
"New entrant CS","2021","60-64","Finance","15","[c]","46770","44590"
"New entrant CS","2021","60-64","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Legal","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Medicine","20","[c]","77680","82100"
"New entrant CS","2021","60-64","Operational Delivery","355","[c]","26960","21430"
"New entrant CS","2021","60-64","Other","45","[c]","28860","22360"
"New entrant CS","2021","60-64","Policy","40","[c]","45010","39980"
"New entrant CS","2021","60-64","Project Delivery","35","[c]","43190","40000"
"New entrant CS","2021","60-64","Property","15","[c]","33840","33000"
"New entrant CS","2021","60-64","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Science and Engineering","30","[c]","35600","34310"
"New entrant CS","2021","60-64","Security","25","[c]","29110","20920"
"New entrant CS","2021","60-64","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","40","[c]","21750","20140"
"New entrant CS","2021","60-64","Unknown","670","[c]","27110","27570"
"New entrant CS","2021","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Medicine","15","[c]","93790","104580"
"New entrant CS","2021","65+","Operational Delivery","95","[c]","30540","25010"
"New entrant CS","2021","65+","Other","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Policy","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Science and Engineering","20","[c]","35810","36330"
"New entrant CS","2021","65+","Security","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Tax","10","[c]","20680","20140"
"New entrant CS","2021","65+","Unknown","85","[c]","27850","25110"
"New entrant CS","2021","65+","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or 10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","The Department for Work and Pensions provided aggregated professions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest 10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest 10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
