"Status","Year","Age","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","AA/AO","AA","Heterosexual / straight","115","110","19430","20060"
"In post","2021","16-19","AA/AO","AA","LGBO","10","10","[c]","[c]"
"In post","2021","16-19","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","AA/AO","AA","Unknown","80","75","18970","19130"
"In post","2021","16-19","AA/AO","AO","Heterosexual / straight","380","365","21430","21010"
"In post","2021","16-19","AA/AO","AO","LGBO","35","30","20940","21010"
"In post","2021","16-19","AA/AO","AO","Undeclared","35","35","21430","21010"
"In post","2021","16-19","AA/AO","AO","Unknown","285","275","21000","20140"
"In post","2021","16-19","EO","EO","Heterosexual / straight","200","195","23450","24300"
"In post","2021","16-19","EO","EO","LGBO","10","10","[c]","[c]"
"In post","2021","16-19","EO","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","EO","EO","Unknown","85","85","21380","20900"
"In post","2021","16-19","SEO/HEO","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","50","50","18300","16780"
"In post","2021","20-29","AA/AO","AA","Heterosexual / straight","1575","1515","20130","20600"
"In post","2021","20-29","AA/AO","AA","LGBO","180","175","19990","20600"
"In post","2021","20-29","AA/AO","AA","Undeclared","140","135","20060","20070"
"In post","2021","20-29","AA/AO","AA","Unknown","910","885","19980","20350"
"In post","2021","20-29","AA/AO","AO","Heterosexual / straight","13795","13420","22930","21430"
"In post","2021","20-29","AA/AO","AO","LGBO","1540","1510","22830","21140"
"In post","2021","20-29","AA/AO","AO","Undeclared","1065","1025","22990","21430"
"In post","2021","20-29","AA/AO","AO","Unknown","7260","7075","22410","21010"
"In post","2021","20-29","EO","EO","Heterosexual / straight","14160","14000","27090","27540"
"In post","2021","20-29","EO","EO","LGBO","1480","1470","27120","27570"
"In post","2021","20-29","EO","EO","Undeclared","1120","1105","27340","27570"
"In post","2021","20-29","EO","EO","Unknown","4845","4790","26720","26410"
"In post","2021","20-29","G6/G7","G6","Heterosexual / straight","165","165","64700","64670"
"In post","2021","20-29","G6/G7","G6","LGBO","30","30","64430","64500"
"In post","2021","20-29","G6/G7","G6","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","G6/G7","G6","Unknown","85","85","64790","64590"
"In post","2021","20-29","G6/G7","G7","Heterosexual / straight","2465","2460","53650","53380"
"In post","2021","20-29","G6/G7","G7","LGBO","390","390","53890","53380"
"In post","2021","20-29","G6/G7","G7","Undeclared","270","265","54610","53420"
"In post","2021","20-29","G6/G7","G7","Unknown","935","930","53630","53380"
"In post","2021","20-29","SCS level","SCS level","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","20-29","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","SCS level","SCS level","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","SEO/HEO","HEO","Heterosexual / straight","9450","9395","32660","32500"
"In post","2021","20-29","SEO/HEO","HEO","LGBO","1190","1185","32600","32560"
"In post","2021","20-29","SEO/HEO","HEO","Undeclared","890","890","32930","32750"
"In post","2021","20-29","SEO/HEO","HEO","Unknown","5005","4990","31830","31810"
"In post","2021","20-29","SEO/HEO","SEO","Heterosexual / straight","3490","3475","39710","39910"
"In post","2021","20-29","SEO/HEO","SEO","LGBO","435","430","39900","40050"
"In post","2021","20-29","SEO/HEO","SEO","Undeclared","335","330","40050","40050"
"In post","2021","20-29","SEO/HEO","SEO","Unknown","1185","1180","39640","39980"
"In post","2021","20-29","Unknown","Unknown","Heterosexual / straight","1975","1945","26310","24020"
"In post","2021","20-29","Unknown","Unknown","LGBO","165","160","24590","22920"
"In post","2021","20-29","Unknown","Unknown","Undeclared","110","105","26350","24500"
"In post","2021","20-29","Unknown","Unknown","Unknown","720","705","26640","24020"
"In post","2021","30-39","AA/AO","AA","Heterosexual / straight","1540","1410","20110","20060"
"In post","2021","30-39","AA/AO","AA","LGBO","135","135","20300","20600"
"In post","2021","30-39","AA/AO","AA","Undeclared","225","195","19670","19560"
"In post","2021","30-39","AA/AO","AA","Unknown","635","575","20300","20600"
"In post","2021","30-39","AA/AO","AO","Heterosexual / straight","14805","13475","23140","21430"
"In post","2021","30-39","AA/AO","AO","LGBO","1060","1025","23690","21460"
"In post","2021","30-39","AA/AO","AO","Undeclared","1590","1450","23220","21590"
"In post","2021","30-39","AA/AO","AO","Unknown","5835","5240","22740","21010"
"In post","2021","30-39","EO","EO","Heterosexual / straight","17335","16370","27430","27570"
"In post","2021","30-39","EO","EO","LGBO","1335","1310","27640","27570"
"In post","2021","30-39","EO","EO","Undeclared","1695","1610","27720","27570"
"In post","2021","30-39","EO","EO","Unknown","5300","5005","27510","27570"
"In post","2021","30-39","G6/G7","G6","Heterosexual / straight","2510","2440","66730","65630"
"In post","2021","30-39","G6/G7","G6","LGBO","225","225","66030","65230"
"In post","2021","30-39","G6/G7","G6","Undeclared","275","270","66890","65960"
"In post","2021","30-39","G6/G7","G6","Unknown","760","735","67250","66190"
"In post","2021","30-39","G6/G7","G7","Heterosexual / straight","8535","8275","54230","53600"
"In post","2021","30-39","G6/G7","G7","LGBO","760","750","54640","53620"
"In post","2021","30-39","G6/G7","G7","Undeclared","940","925","54400","53760"
"In post","2021","30-39","G6/G7","G7","Unknown","2520","2455","53970","53360"
"In post","2021","30-39","SCS level","SCS level","Heterosexual / straight","715","690","79620","75340"
"In post","2021","30-39","SCS level","SCS level","LGBO","85","80","79610","74250"
"In post","2021","30-39","SCS level","SCS level","Undeclared","60","55","78660","75640"
"In post","2021","30-39","SCS level","SCS level","Unknown","310","305","77790","73200"
"In post","2021","30-39","SEO/HEO","HEO","Heterosexual / straight","12045","11640","32990","31990"
"In post","2021","30-39","SEO/HEO","HEO","LGBO","875","865","32990","32100"
"In post","2021","30-39","SEO/HEO","HEO","Undeclared","1235","1195","33230","32490"
"In post","2021","30-39","SEO/HEO","HEO","Unknown","3510","3405","33000","31990"
"In post","2021","30-39","SEO/HEO","SEO","Heterosexual / straight","8745","8485","40780","40050"
"In post","2021","30-39","SEO/HEO","SEO","LGBO","655","645","40340","39660"
"In post","2021","30-39","SEO/HEO","SEO","Undeclared","905","885","41320","40580"
"In post","2021","30-39","SEO/HEO","SEO","Unknown","2365","2305","40330","39750"
"In post","2021","30-39","Unknown","Unknown","Heterosexual / straight","2780","2580","31020","31300"
"In post","2021","30-39","Unknown","Unknown","LGBO","190","190","28750","27730"
"In post","2021","30-39","Unknown","Unknown","Undeclared","230","220","31830","31420"
"In post","2021","30-39","Unknown","Unknown","Unknown","675","650","33900","32690"
"In post","2021","40-49","AA/AO","AA","Heterosexual / straight","1840","1720","19950","19650"
"In post","2021","40-49","AA/AO","AA","LGBO","110","105","20030","20070"
"In post","2021","40-49","AA/AO","AA","Undeclared","345","300","19320","19230"
"In post","2021","40-49","AA/AO","AA","Unknown","730","665","20600","20600"
"In post","2021","40-49","AA/AO","AO","Heterosexual / straight","14895","13320","22930","21400"
"In post","2021","40-49","AA/AO","AO","LGBO","665","630","23330","21130"
"In post","2021","40-49","AA/AO","AO","Undeclared","2300","2055","23180","21440"
"In post","2021","40-49","AA/AO","AO","Unknown","6345","5530","22680","21010"
"In post","2021","40-49","EO","EO","Heterosexual / straight","19000","17705","27720","27570"
"In post","2021","40-49","EO","EO","LGBO","995","960","27760","27570"
"In post","2021","40-49","EO","EO","Undeclared","2640","2475","27820","27570"
"In post","2021","40-49","EO","EO","Unknown","5755","5250","27980","27570"
"In post","2021","40-49","G6/G7","G6","Heterosexual / straight","3765","3615","68120","66550"
"In post","2021","40-49","G6/G7","G6","LGBO","265","260","68300","66690"
"In post","2021","40-49","G6/G7","G6","Undeclared","455","440","68670","67450"
"In post","2021","40-49","G6/G7","G6","Unknown","1165","1120","68430","66390"
"In post","2021","40-49","G6/G7","G7","Heterosexual / straight","9335","8965","55320","54430"
"In post","2021","40-49","G6/G7","G7","LGBO","500","490","55650","54540"
"In post","2021","40-49","G6/G7","G7","Undeclared","1090","1055","55560","54540"
"In post","2021","40-49","G6/G7","G7","Unknown","2570","2445","54750","53360"
"In post","2021","40-49","SCS level","SCS level","Heterosexual / straight","1985","1915","87670","80540"
"In post","2021","40-49","SCS level","SCS level","LGBO","155","155","87430","80090"
"In post","2021","40-49","SCS level","SCS level","Undeclared","155","150","85000","80140"
"In post","2021","40-49","SCS level","SCS level","Unknown","600","585","90860","81760"
"In post","2021","40-49","SEO/HEO","HEO","Heterosexual / straight","11545","11075","33570","32790"
"In post","2021","40-49","SEO/HEO","HEO","LGBO","580","565","33540","32240"
"In post","2021","40-49","SEO/HEO","HEO","Undeclared","1600","1540","33650","33220"
"In post","2021","40-49","SEO/HEO","HEO","Unknown","2940","2805","33980","32480"
"In post","2021","40-49","SEO/HEO","SEO","Heterosexual / straight","9855","9480","41920","40580"
"In post","2021","40-49","SEO/HEO","SEO","LGBO","430","425","42010","40920"
"In post","2021","40-49","SEO/HEO","SEO","Undeclared","1360","1315","42000","40930"
"In post","2021","40-49","SEO/HEO","SEO","Unknown","2350","2245","41240","40040"
"In post","2021","40-49","Unknown","Unknown","Heterosexual / straight","2840","2635","33950","33950"
"In post","2021","40-49","Unknown","Unknown","LGBO","145","140","32120","32690"
"In post","2021","40-49","Unknown","Unknown","Undeclared","345","320","35880","37170"
"In post","2021","40-49","Unknown","Unknown","Unknown","655","620","37170","34460"
"In post","2021","50-59","AA/AO","AA","Heterosexual / straight","4015","3745","19850","19560"
"In post","2021","50-59","AA/AO","AA","LGBO","125","120","20410","20600"
"In post","2021","50-59","AA/AO","AA","Undeclared","700","620","19580","19560"
"In post","2021","50-59","AA/AO","AA","Unknown","1285","1160","20660","20600"
"In post","2021","50-59","AA/AO","AO","Heterosexual / straight","20915","18830","22900","21400"
"In post","2021","50-59","AA/AO","AO","LGBO","735","690","23280","21430"
"In post","2021","50-59","AA/AO","AO","Undeclared","3920","3505","23040","21440"
"In post","2021","50-59","AA/AO","AO","Unknown","8795","7690","23070","21430"
"In post","2021","50-59","EO","EO","Heterosexual / straight","25795","23975","28080","27570"
"In post","2021","50-59","EO","EO","LGBO","900","855","28220","27570"
"In post","2021","50-59","EO","EO","Undeclared","4600","4260","28210","27570"
"In post","2021","50-59","EO","EO","Unknown","7890","7245","28570","27570"
"In post","2021","50-59","G6/G7","G6","Heterosexual / straight","3830","3760","69690","68690"
"In post","2021","50-59","G6/G7","G6","LGBO","175","175","70220","68720"
"In post","2021","50-59","G6/G7","G6","Undeclared","545","535","70500","68720"
"In post","2021","50-59","G6/G7","G6","Unknown","1070","1040","70450","69020"
"In post","2021","50-59","G6/G7","G7","Heterosexual / straight","8745","8520","56190","54890"
"In post","2021","50-59","G6/G7","G7","LGBO","350","345","56730","55610"
"In post","2021","50-59","G6/G7","G7","Undeclared","1285","1260","56910","56120"
"In post","2021","50-59","G6/G7","G7","Unknown","2420","2335","55600","54760"
"In post","2021","50-59","SCS level","SCS level","Heterosexual / straight","1820","1790","94750","87040"
"In post","2021","50-59","SCS level","SCS level","LGBO","85","85","95180","83230"
"In post","2021","50-59","SCS level","SCS level","Undeclared","200","195","92750","84830"
"In post","2021","50-59","SCS level","SCS level","Unknown","520","510","100710","91060"
"In post","2021","50-59","SEO/HEO","HEO","Heterosexual / straight","14110","13580","34180","33350"
"In post","2021","50-59","SEO/HEO","HEO","LGBO","495","485","34090","33520"
"In post","2021","50-59","SEO/HEO","HEO","Undeclared","2480","2395","34570","33840"
"In post","2021","50-59","SEO/HEO","HEO","Unknown","3385","3250","34730","33840"
"In post","2021","50-59","SEO/HEO","SEO","Heterosexual / straight","11085","10790","42580","41310"
"In post","2021","50-59","SEO/HEO","SEO","LGBO","360","355","42660","42050"
"In post","2021","50-59","SEO/HEO","SEO","Undeclared","1920","1850","42920","42170"
"In post","2021","50-59","SEO/HEO","SEO","Unknown","2455","2370","42140","40720"
"In post","2021","50-59","Unknown","Unknown","Heterosexual / straight","2830","2680","34200","32690"
"In post","2021","50-59","Unknown","Unknown","LGBO","110","105","34550","37170"
"In post","2021","50-59","Unknown","Unknown","Undeclared","360","345","37560","37170"
"In post","2021","50-59","Unknown","Unknown","Unknown","715","695","39930","35380"
"In post","2021","60-64","AA/AO","AA","Heterosexual / straight","1950","1680","19620","19560"
"In post","2021","60-64","AA/AO","AA","LGBO","45","40","19890","19560"
"In post","2021","60-64","AA/AO","AA","Undeclared","390","305","19450","19560"
"In post","2021","60-64","AA/AO","AA","Unknown","625","510","20670","20600"
"In post","2021","60-64","AA/AO","AO","Heterosexual / straight","7135","5825","22350","21130"
"In post","2021","60-64","AA/AO","AO","LGBO","180","155","22280","21110"
"In post","2021","60-64","AA/AO","AO","Undeclared","1355","1080","22440","21440"
"In post","2021","60-64","AA/AO","AO","Unknown","2855","2200","22660","21180"
"In post","2021","60-64","EO","EO","Heterosexual / straight","6855","5520","28080","27570"
"In post","2021","60-64","EO","EO","LGBO","205","165","28220","27570"
"In post","2021","60-64","EO","EO","Undeclared","1435","1130","28060","27570"
"In post","2021","60-64","EO","EO","Unknown","2155","1650","28480","27570"
"In post","2021","60-64","G6/G7","G6","Heterosexual / straight","610","545","71170","70430"
"In post","2021","60-64","G6/G7","G6","LGBO","15","15","[c]","[c]"
"In post","2021","60-64","G6/G7","G6","Undeclared","110","90","73120","71260"
"In post","2021","60-64","G6/G7","G6","Unknown","185","160","71610","71160"
"In post","2021","60-64","G6/G7","G7","Heterosexual / straight","1490","1310","57780","56490"
"In post","2021","60-64","G6/G7","G7","LGBO","55","45","60600","59540"
"In post","2021","60-64","G6/G7","G7","Undeclared","230","200","57890","57130"
"In post","2021","60-64","G6/G7","G7","Unknown","415","365","56280","55610"
"In post","2021","60-64","SCS level","SCS level","Heterosexual / straight","310","290","102790","94500"
"In post","2021","60-64","SCS level","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","SCS level","SCS level","Undeclared","45","40","98590","91990"
"In post","2021","60-64","SCS level","SCS level","Unknown","80","75","107010","102010"
"In post","2021","60-64","SEO/HEO","HEO","Heterosexual / straight","3185","2670","34560","34290"
"In post","2021","60-64","SEO/HEO","HEO","LGBO","70","60","34470","34290"
"In post","2021","60-64","SEO/HEO","HEO","Undeclared","600","500","34730","34290"
"In post","2021","60-64","SEO/HEO","HEO","Unknown","735","600","35030","34480"
"In post","2021","60-64","SEO/HEO","SEO","Heterosexual / straight","2175","1880","43530","42470"
"In post","2021","60-64","SEO/HEO","SEO","LGBO","50","45","43150","42510"
"In post","2021","60-64","SEO/HEO","SEO","Undeclared","440","380","43800","42900"
"In post","2021","60-64","SEO/HEO","SEO","Unknown","470","405","43830","42520"
"In post","2021","60-64","Unknown","Unknown","Heterosexual / straight","895","775","32290","28880"
"In post","2021","60-64","Unknown","Unknown","LGBO","30","25","32730","33260"
"In post","2021","60-64","Unknown","Unknown","Undeclared","140","120","35540","37170"
"In post","2021","60-64","Unknown","Unknown","Unknown","190","180","36860","35380"
"In post","2021","65+","AA/AO","AA","Heterosexual / straight","860","680","19400","19520"
"In post","2021","65+","AA/AO","AA","LGBO","25","20","[c]","[c]"
"In post","2021","65+","AA/AO","AA","Undeclared","180","130","19360","19560"
"In post","2021","65+","AA/AO","AA","Unknown","330","250","20500","20600"
"In post","2021","65+","AA/AO","AO","Heterosexual / straight","2330","1800","22190","21180"
"In post","2021","65+","AA/AO","AO","LGBO","65","50","22240","21010"
"In post","2021","65+","AA/AO","AO","Undeclared","435","330","22310","21440"
"In post","2021","65+","AA/AO","AO","Unknown","945","700","22880","21440"
"In post","2021","65+","EO","EO","Heterosexual / straight","1915","1455","28040","27570"
"In post","2021","65+","EO","EO","LGBO","50","40","27750","27570"
"In post","2021","65+","EO","EO","Undeclared","430","310","28360","27570"
"In post","2021","65+","EO","EO","Unknown","675","470","28350","27570"
"In post","2021","65+","G6/G7","G6","Heterosexual / straight","170","135","72570","72120"
"In post","2021","65+","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","G6","Undeclared","35","25","72400","70880"
"In post","2021","65+","G6/G7","G6","Unknown","75","55","71080","71610"
"In post","2021","65+","G6/G7","G7","Heterosexual / straight","365","295","59570","58620"
"In post","2021","65+","G6/G7","G7","LGBO","10","5","[c]","[c]"
"In post","2021","65+","G6/G7","G7","Undeclared","70","50","59760","58130"
"In post","2021","65+","G6/G7","G7","Unknown","130","100","58180","58130"
"In post","2021","65+","SCS level","SCS level","Heterosexual / straight","55","40","104720","95830"
"In post","2021","65+","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","SCS level","SCS level","Undeclared","20","15","[c]","[c]"
"In post","2021","65+","SCS level","SCS level","Unknown","35","30","108910","106300"
"In post","2021","65+","SEO/HEO","HEO","Heterosexual / straight","815","645","34850","34290"
"In post","2021","65+","SEO/HEO","HEO","LGBO","20","15","[c]","[c]"
"In post","2021","65+","SEO/HEO","HEO","Undeclared","180","140","35610","35000"
"In post","2021","65+","SEO/HEO","HEO","Unknown","235","180","35250","35000"
"In post","2021","65+","SEO/HEO","SEO","Heterosexual / straight","530","420","44190","42920"
"In post","2021","65+","SEO/HEO","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","65+","SEO/HEO","SEO","Undeclared","85","65","44260","43630"
"In post","2021","65+","SEO/HEO","SEO","Unknown","150","105","44030","43640"
"In post","2021","65+","Unknown","Unknown","Heterosexual / straight","295","240","33010","30350"
"In post","2021","65+","Unknown","Unknown","LGBO","10","5","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Undeclared","50","40","36810","37170"
"In post","2021","65+","Unknown","Unknown","Unknown","55","45","33120","32400"
"In post","2021","Unknown","AA/AO","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Unknown","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","AA/AO","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
