"Status","Year","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","London","Heterosexual / straight","2290","2220","49320","45250"
"In post","2021","Analysis","London","LGBO","225","220","46140","42020"
"In post","2021","Analysis","London","Undeclared","265","255","50330","47080"
"In post","2021","Analysis","London","Unknown","675","660","47890","43510"
"In post","2021","Analysis","Outside London","Heterosexual / straight","2360","2250","38830","37020"
"In post","2021","Analysis","Outside London","LGBO","200","200","35820","32010"
"In post","2021","Analysis","Outside London","Undeclared","230","215","38230","36030"
"In post","2021","Analysis","Outside London","Unknown","965","915","36120","31810"
"In post","2021","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Heterosexual / straight","950","935","53210","46130"
"In post","2021","Commercial","London","LGBO","60","55","47210","40980"
"In post","2021","Commercial","London","Undeclared","115","110","50130","42160"
"In post","2021","Commercial","London","Unknown","755","740","68180","62120"
"In post","2021","Commercial","Outside London","Heterosexual / straight","3190","3085","38980","35600"
"In post","2021","Commercial","Outside London","LGBO","125","125","35350","33000"
"In post","2021","Commercial","Outside London","Undeclared","455","430","37690","35130"
"In post","2021","Commercial","Outside London","Unknown","1255","1220","48960","48080"
"In post","2021","Commercial","Overseas","Heterosexual / straight","35","35","49480","42820"
"In post","2021","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","London","Heterosexual / straight","1470","1435","44710","40640"
"In post","2021","Communications","London","LGBO","155","155","44410","41760"
"In post","2021","Communications","London","Undeclared","155","150","42580","40600"
"In post","2021","Communications","London","Unknown","675","655","45510","41200"
"In post","2021","Communications","Outside London","Heterosexual / straight","3290","3145","31290","28130"
"In post","2021","Communications","Outside London","LGBO","220","215","30160","26670"
"In post","2021","Communications","Outside London","Undeclared","345","320","30220","26930"
"In post","2021","Communications","Outside London","Unknown","1895","1835","29110","25560"
"In post","2021","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Heterosexual / straight","1365","1315","40160","36160"
"In post","2021","Counter Fraud","London","LGBO","85","80","38590","34500"
"In post","2021","Counter Fraud","London","Undeclared","240","230","39930","36160"
"In post","2021","Counter Fraud","London","Unknown","630","605","37020","36160"
"In post","2021","Counter Fraud","Outside London","Heterosexual / straight","4490","4200","32660","31810"
"In post","2021","Counter Fraud","Outside London","LGBO","220","215","32600","31810"
"In post","2021","Counter Fraud","Outside London","Undeclared","695","640","34130","31810"
"In post","2021","Counter Fraud","Outside London","Unknown","1890","1765","30020","27530"
"In post","2021","Counter Fraud","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Debt","London","Heterosexual / straight","240","220","28280","25630"
"In post","2021","Debt","London","LGBO","10","10","[c]","[c]"
"In post","2021","Debt","London","Undeclared","55","45","28260","25630"
"In post","2021","Debt","London","Unknown","255","225","28360","25630"
"In post","2021","Debt","Outside London","Heterosexual / straight","1915","1710","23500","20640"
"In post","2021","Debt","Outside London","LGBO","140","130","22980","20140"
"In post","2021","Debt","Outside London","Undeclared","265","230","23240","21440"
"In post","2021","Debt","Outside London","Unknown","1790","1645","21530","20140"
"In post","2021","Digital, Data & Technology","London","Heterosexual / straight","2100","2060","49490","50000"
"In post","2021","Digital, Data & Technology","London","LGBO","210","210","49200","52410"
"In post","2021","Digital, Data & Technology","London","Undeclared","280","275","49580","51710"
"In post","2021","Digital, Data & Technology","London","Unknown","805","795","48250","43800"
"In post","2021","Digital, Data & Technology","Outside London","Heterosexual / straight","5795","5610","39390","36780"
"In post","2021","Digital, Data & Technology","Outside London","LGBO","310","305","36740","33520"
"In post","2021","Digital, Data & Technology","Outside London","Undeclared","945","915","38450","36410"
"In post","2021","Digital, Data & Technology","Outside London","Unknown","3105","3005","38570","36820"
"In post","2021","Digital, Data & Technology","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","London","Heterosexual / straight","1770","1730","49410","44880"
"In post","2021","Finance","London","LGBO","80","80","51040","53360"
"In post","2021","Finance","London","Undeclared","230","225","48770","45200"
"In post","2021","Finance","London","Unknown","470","460","45880","40650"
"In post","2021","Finance","Outside London","Heterosexual / straight","4635","4355","36710","33100"
"In post","2021","Finance","Outside London","LGBO","170","165","36190","31810"
"In post","2021","Finance","Outside London","Undeclared","635","585","35620","31930"
"In post","2021","Finance","Outside London","Unknown","1380","1265","31760","26740"
"In post","2021","Finance","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Outside London","Heterosexual / straight","795","710","26630","25190"
"In post","2021","Grants Management","Outside London","LGBO","55","50","25940","24920"
"In post","2021","Grants Management","Outside London","Undeclared","60","55","25920","25190"
"In post","2021","Grants Management","Outside London","Unknown","980","910","24530","21050"
"In post","2021","Human Resources","London","Heterosexual / straight","1980","1915","47480","42270"
"In post","2021","Human Resources","London","LGBO","175","175","46220","42470"
"In post","2021","Human Resources","London","Undeclared","165","165","46100","41190"
"In post","2021","Human Resources","London","Unknown","340","330","42060","36290"
"In post","2021","Human Resources","Outside London","Heterosexual / straight","5095","4785","34570","31810"
"In post","2021","Human Resources","Outside London","LGBO","270","265","35480","31810"
"In post","2021","Human Resources","Outside London","Undeclared","505","470","32450","29200"
"In post","2021","Human Resources","Outside London","Unknown","995","930","31920","29540"
"In post","2021","Human Resources","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Internal Audit","London","Heterosexual / straight","165","160","53690","52360"
"In post","2021","Internal Audit","London","LGBO","15","15","[c]","[c]"
"In post","2021","Internal Audit","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Internal Audit","London","Unknown","15","15","[c]","[c]"
"In post","2021","Internal Audit","Outside London","Heterosexual / straight","415","395","43560","41990"
"In post","2021","Internal Audit","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Internal Audit","Outside London","Undeclared","60","60","42070","40580"
"In post","2021","Internal Audit","Outside London","Unknown","40","40","40520","39690"
"In post","2021","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","London","Heterosexual / straight","3415","3215","51530","51320"
"In post","2021","Legal","London","LGBO","310","300","51880","51250"
"In post","2021","Legal","London","Undeclared","375","355","55710","55490"
"In post","2021","Legal","London","Unknown","1300","1200","53320","56650"
"In post","2021","Legal","Outside London","Heterosexual / straight","5420","5015","41580","38760"
"In post","2021","Legal","Outside London","LGBO","255","245","39680","33310"
"In post","2021","Legal","Outside London","Undeclared","2010","1810","30550","26840"
"In post","2021","Legal","Outside London","Unknown","1750","1580","41930","38630"
"In post","2021","Legal","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","London","Heterosexual / straight","26545","25650","43240","37910"
"In post","2021","No function","London","LGBO","2440","2400","44330","39470"
"In post","2021","No function","London","Undeclared","3545","3415","42210","37290"
"In post","2021","No function","London","Unknown","10040","9730","40370","34550"
"In post","2021","No function","Outside London","Heterosexual / straight","88940","82275","30190","26880"
"In post","2021","No function","Outside London","LGBO","5410","5230","29240","26330"
"In post","2021","No function","Outside London","Undeclared","12145","10940","30180","26850"
"In post","2021","No function","Outside London","Unknown","33475","30575","28050","25560"
"In post","2021","No function","Overseas","Heterosexual / straight","1280","1280","53460","54470"
"In post","2021","No function","Overseas","LGBO","100","100","51440","53350"
"In post","2021","No function","Overseas","Undeclared","195","195","51600","53470"
"In post","2021","No function","Overseas","Unknown","225","225","53080","53470"
"In post","2021","No function","Unknown","Heterosexual / straight","145","140","43660","43630"
"In post","2021","No function","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","No function","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","No function","Unknown","Unknown","430","430","33770","31960"
"In post","2021","Project Delivery","London","Heterosexual / straight","3355","3255","52930","52850"
"In post","2021","Project Delivery","London","LGBO","265","265","52090","52850"
"In post","2021","Project Delivery","London","Undeclared","390","380","54560","53600"
"In post","2021","Project Delivery","London","Unknown","1105","1075","50560","51500"
"In post","2021","Project Delivery","Outside London","Heterosexual / straight","16480","15910","38450","36300"
"In post","2021","Project Delivery","Outside London","LGBO","630","620","36430","33300"
"In post","2021","Project Delivery","Outside London","Undeclared","2490","2385","38800","36680"
"In post","2021","Project Delivery","Outside London","Unknown","3000","2870","37530","36280"
"In post","2021","Project Delivery","Overseas","Heterosexual / straight","390","390","55540","55620"
"In post","2021","Project Delivery","Overseas","LGBO","35","35","56150","53610"
"In post","2021","Project Delivery","Overseas","Undeclared","30","30","53670","53610"
"In post","2021","Project Delivery","Overseas","Unknown","185","185","55800","55060"
"In post","2021","Project Delivery","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","Heterosexual / straight","820","785","44900","38430"
"In post","2021","Property","London","LGBO","55","55","46010","36900"
"In post","2021","Property","London","Undeclared","155","150","44700","38430"
"In post","2021","Property","London","Unknown","280","270","38450","35100"
"In post","2021","Property","Outside London","Heterosexual / straight","4925","4695","33950","32480"
"In post","2021","Property","Outside London","LGBO","165","160","30920","26950"
"In post","2021","Property","Outside London","Undeclared","685","645","34490","33250"
"In post","2021","Property","Outside London","Unknown","2015","1905","29500","26530"
"In post","2021","Property","Overseas","Heterosexual / straight","135","135","38160","36100"
"In post","2021","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","Undeclared","25","25","[c]","[c]"
"In post","2021","Property","Overseas","Unknown","30","30","[c]","[c]"
"In post","2021","Property","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","London","Heterosexual / straight","725","715","40360","36750"
"In post","2021","Security","London","LGBO","55","55","41510","37170"
"In post","2021","Security","London","Undeclared","115","115","46810","44910"
"In post","2021","Security","London","Unknown","195","190","40220","34740"
"In post","2021","Security","Outside London","Heterosexual / straight","5160","5040","29550","25860"
"In post","2021","Security","Outside London","LGBO","210","205","29890","26840"
"In post","2021","Security","Outside London","Undeclared","820","800","33090","35350"
"In post","2021","Security","Outside London","Unknown","1285","1260","30210","26670"
"In post","2021","Security","Overseas","Heterosexual / straight","100","100","39790","34450"
"In post","2021","Security","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","Security","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2021","Security","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Security","Unknown","Heterosexual / straight","35","35","35670","34640"
"In post","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","London","Heterosexual / straight","19115","18125","38350","31520"
"In post","2021","Unknown","London","LGBO","965","940","40560","35050"
"In post","2021","Unknown","London","Undeclared","2925","2735","38520","31880"
"In post","2021","Unknown","London","Unknown","3955","3675","37350","31380"
"In post","2021","Unknown","Outside London","Heterosexual / straight","94275","86410","29290","27570"
"In post","2021","Unknown","Outside London","LGBO","5080","4875","29010","27570"
"In post","2021","Unknown","Outside London","Undeclared","11805","10710","28940","27570"
"In post","2021","Unknown","Outside London","Unknown","24835","21890","28360","27570"
"In post","2021","Unknown","Overseas","Heterosexual / straight","480","475","39970","33300"
"In post","2021","Unknown","Overseas","LGBO","25","25","[c]","[c]"
"In post","2021","Unknown","Overseas","Undeclared","95","95","37820","31520"
"In post","2021","Unknown","Overseas","Unknown","245","245","46630","46620"
"In post","2021","Unknown","Unknown","Heterosexual / straight","720","675","30130","27570"
"In post","2021","Unknown","Unknown","LGBO","45","45","28710","27570"
"In post","2021","Unknown","Unknown","Undeclared","85","80","30690","27570"
"In post","2021","Unknown","Unknown","Unknown","2060","2035","37160","33570"
"Leaver CS","2021","Analysis","London","Heterosexual / straight","85","[c]","39220","28830"
"Leaver CS","2021","Analysis","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","Unknown","45","[c]","32550","25730"
"Leaver CS","2021","Analysis","Outside London","Heterosexual / straight","50","[c]","36140","32010"
"Leaver CS","2021","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Outside London","Unknown","65","[c]","32050","29540"
"Leaver CS","2021","Commercial","London","Heterosexual / straight","30","[c]","50370","47350"
"Leaver CS","2021","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Heterosexual / straight","105","[c]","36480","34090"
"Leaver CS","2021","Commercial","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","40","[c]","88350","81340"
"Leaver CS","2021","Communications","London","Heterosexual / straight","80","[c]","38960","34640"
"Leaver CS","2021","Communications","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Unknown","45","[c]","41200","38540"
"Leaver CS","2021","Communications","Outside London","Heterosexual / straight","45","[c]","32780","29200"
"Leaver CS","2021","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Unknown","30","[c]","34590","30040"
"Leaver CS","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
