"Status","Year","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","London","AA","1770","1640","22200","22210"
"In post","2021","London","AO","10935","10175","26090","25110"
"In post","2021","London","EO","21305","20200","29990","30110"
"In post","2021","London","G6","8185","7860","69520","68430"
"In post","2021","London","G7","19450","18855","56730","55700"
"In post","2021","London","HEO","20140","19710","35180","35070"
"In post","2021","London","SCS level","4695","4525","90940","81900"
"In post","2021","London","SEO","13795","13445","42880","41970"
"In post","2021","London","Unknown","1650","1590","33840","33370"
"In post","2021","Outside London","AA","17315","15615","19740","20060"
"In post","2021","Outside London","AO","110345","98895","22540","21050"
"In post","2021","Outside London","EO","106725","98425","27300","27570"
"In post","2021","Outside London","G6","7840","7560","67920","65700"
"In post","2021","Outside London","G7","25415","24380","54070","52580"
"In post","2021","Outside London","HEO","55365","52685","32840","31990"
"In post","2021","Outside London","SCS level","2285","2220","90250","83230"
"In post","2021","Outside London","SEO","37430","35820","41190","40000"
"In post","2021","Outside London","Unknown","12755","11845","31470","30210"
"In post","2021","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","AO","55","55","22530","23000"
"In post","2021","Overseas","EO","280","275","28020","27370"
"In post","2021","Overseas","G6","455","455","66560","65330"
"In post","2021","Overseas","G7","880","875","56480","55360"
"In post","2021","Overseas","HEO","1075","1070","36610","34330"
"In post","2021","Overseas","SCS level","285","285","85970","77460"
"In post","2021","Overseas","SEO","470","470","47460","42330"
"In post","2021","Overseas","Unknown","255","255","39460","36710"
"In post","2021","Unknown","AA","15","10","20120","20120"
"In post","2021","Unknown","AO","230","205","22370","21010"
"In post","2021","Unknown","EO","590","555","28030","27570"
"In post","2021","Unknown","G6","60","55","66610","64500"
"In post","2021","Unknown","G7","140","135","53540","53070"
"In post","2021","Unknown","HEO","620","610","32600","32000"
"In post","2021","Unknown","SCS level","25","25","92980","77380"
"In post","2021","Unknown","SEO","140","140","41010","39960"
"In post","2021","Unknown","Unknown","1915","1910","37270","33570"
"Leaver CS","2021","London","AA","240","[c]","20490","21000"
"Leaver CS","2021","London","AO","1030","[c]","23470","23530"
"Leaver CS","2021","London","EO","1155","[c]","28680","28950"
"Leaver CS","2021","London","G6","300","[c]","70940","70190"
"Leaver CS","2021","London","G7","775","[c]","56920","55610"
"Leaver CS","2021","London","HEO","855","[c]","34020","33640"
"Leaver CS","2021","London","SCS level","265","[c]","98840","92480"
"Leaver CS","2021","London","SEO","575","[c]","42170","41050"
"Leaver CS","2021","London","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2021","Outside London","AA","1725","[c]","18700","18730"
"Leaver CS","2021","Outside London","AO","8855","[c]","21500","21010"
"Leaver CS","2021","Outside London","EO","4980","[c]","27060","27570"
"Leaver CS","2021","Outside London","G6","395","[c]","71800","70280"
"Leaver CS","2021","Outside London","G7","950","[c]","55450","55000"
"Leaver CS","2021","Outside London","HEO","2350","[c]","33220","33250"
"Leaver CS","2021","Outside London","SCS level","160","[c]","95940","92600"
"Leaver CS","2021","Outside London","SEO","1615","[c]","41800","40840"
"Leaver CS","2021","Outside London","Unknown","650","[c]","36670","35530"
"Leaver CS","2021","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G7","15","[c]","59780","58740"
"Leaver CS","2021","Overseas","HEO","75","[c]","36200","36960"
"Leaver CS","2021","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO","10","[c]","47210","43220"
"Leaver CS","2021","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AO","50","[c]","21140","21010"
"Leaver CS","2021","Unknown","EO","35","[c]","27660","27570"
"Leaver CS","2021","Unknown","G6","25","[c]","76080","70440"
"Leaver CS","2021","Unknown","G7","25","[c]","53630","53060"
"Leaver CS","2021","Unknown","HEO","45","[c]","31980","31440"
"Leaver CS","2021","Unknown","SCS level","20","[c]","106010","99170"
"Leaver CS","2021","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","480","[c]","34870","32400"
"Leaver Dept.","2021","London","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AO","220","[c]","23890","23660"
"Leaver Dept.","2021","London","EO","805","[c]","28490","28000"
"Leaver Dept.","2021","London","G6","390","[c]","66540","65700"
"Leaver Dept.","2021","London","G7","1235","[c]","55040","54280"
"Leaver Dept.","2021","London","HEO","1515","[c]","33920","33640"
"Leaver Dept.","2021","London","SCS level","275","[c]","88390","79490"
"Leaver Dept.","2021","London","SEO","790","[c]","41440","40640"
"Leaver Dept.","2021","London","Unknown","95","[c]","[c]","[c]"
"Leaver Dept.","2021","Outside London","AA","80","[c]","18350","17820"
"Leaver Dept.","2021","Outside London","AO","1825","[c]","20820","21010"
"Leaver Dept.","2021","Outside London","EO","1565","[c]","25940","26730"
"Leaver Dept.","2021","Outside London","G6","135","[c]","65420","64220"
"Leaver Dept.","2021","Outside London","G7","420","[c]","52380","52070"
"Leaver Dept.","2021","Outside London","HEO","1010","[c]","31070","31510"
"Leaver Dept.","2021","Outside London","SCS level","45","[c]","84580","80360"
"Leaver Dept.","2021","Outside London","SEO","620","[c]","39050","38020"
"Leaver Dept.","2021","Outside London","Unknown","120","[c]","42240","34210"
"Leaver Dept.","2021","Overseas","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G7","40","[c]","54610","54420"
"Leaver Dept.","2021","Overseas","HEO","35","[c]","33760","33500"
"Leaver Dept.","2021","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SEO","15","[c]","39750","39670"
"Leaver Dept.","2021","Unknown","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","25","[c]","27610","27570"
"Leaver Dept.","2021","Unknown","G6","25","[c]","64270","64220"
"Leaver Dept.","2021","Unknown","G7","55","[c]","54620","54440"
"Leaver Dept.","2021","Unknown","HEO","550","[c]","31550","32000"
"Leaver Dept.","2021","Unknown","SCS level","15","[c]","81430","74420"
"Leaver Dept.","2021","Unknown","SEO","20","[c]","39950","40220"
"Leaver Dept.","2021","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","London","AA","315","[c]","21480","22100"
"New entrant CS","2021","London","AO","2190","[c]","24600","24490"
"New entrant CS","2021","London","EO","4960","[c]","29520","31060"
"New entrant CS","2021","London","G6","380","[c]","69990","66850"
"New entrant CS","2021","London","G7","1470","[c]","55740","54650"
"New entrant CS","2021","London","HEO","3725","[c]","33250","32870"
"New entrant CS","2021","London","SCS level","335","[c]","91150","82100"
"New entrant CS","2021","London","SEO","1475","[c]","41170","40600"
"New entrant CS","2021","London","Unknown","265","[c]","26420","26810"
"New entrant CS","2021","Outside London","AA","2530","[c]","19560","20060"
"New entrant CS","2021","Outside London","AO","15425","[c]","21450","21010"
"New entrant CS","2021","Outside London","EO","13490","[c]","26920","27570"
"New entrant CS","2021","Outside London","G6","340","[c]","69030","65520"
"New entrant CS","2021","Outside London","G7","1520","[c]","53620","52000"
"New entrant CS","2021","Outside London","HEO","3895","[c]","31270","30820"
"New entrant CS","2021","Outside London","SCS level","170","[c]","92950","87000"
"New entrant CS","2021","Outside London","SEO","2345","[c]","39230","38630"
"New entrant CS","2021","Outside London","Unknown","1425","[c]","24570","22920"
"New entrant CS","2021","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","HEO","20","[c]","36220","33000"
"New entrant CS","2021","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AO","105","[c]","21440","21010"
"New entrant CS","2021","Unknown","EO","215","[c]","27510","27570"
"New entrant CS","2021","Unknown","G6","15","[c]","74130","65310"
"New entrant CS","2021","Unknown","G7","35","[c]","53500","54700"
"New entrant CS","2021","Unknown","HEO","145","[c]","30410","28000"
"New entrant CS","2021","Unknown","SCS level","20","[c]","98460","93010"
"New entrant CS","2021","Unknown","SEO","40","[c]","38050","37300"
"New entrant CS","2021","Unknown","Unknown","325","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
